academy-school-eng	school-type	academy-trust	school-trust-join-date	academy-sponsor
140677	33	company:07746787	2014-01-04	Wellsway School Academy Trust
140678	28	company:07597324	2014-01-09	Wycombe High School
140679	28	company:04439859	2014-01-04	United Learning
140680	28	company:07946986	2014-01-04	Transforming Education in Norfolk (the TEN Group)
140681	28	company:08464996	2014-01-04	Diocese of Ely
140682	28	company:07885963	2014-01-04	Chapel St Community Schools Trust
140683	28	company:07492094	2014-01-04	The Platanos Trust
140684	28	company:08249250	2014-01-04	Oxclose Community Academy Trust
140685	28	company:08075785	2014-01-04	The White Horse Federation
140686	28	company:08803983		King's Cross Academy Trust
140687	28	company:08452281	2015-01-09	REAch2
140688	28	company:08346116		GEMS Learning Trust
140690	28			
140693	28	company:08438686	2014-01-04	Plymouth CAST
140694	28	company:08422015	2014-01-04	Diocese of Coventry
140695	28	company:08438686	2014-01-04	Plymouth CAST
140696	34	company:07796947	2014-01-04	Mowbray Education Trust
140697	34	company:08921490	2014-01-04	Salterns Academy Trust
140698	34	company:08901256	2014-01-04	
140699	34	company:08929419		
140700	34	company:08929065	2014-01-04	
140701	44	company:08899707	2014-01-04	
140702	34	company:07796947	2014-01-04	Mowbray Education Trust
140703	34	company:08921898		
140704	34	company:08891864	2014-01-04	Chipstead Valley Primary School
140705	34	company:08438686	2014-01-04	Plymouth CAST
140706	34	company:08936173		
140707	34	company:08782792	2014-01-04	
140708	34	company:08782792	2014-01-04	
140709	34	company:08899140		
140710	34	company:08916979		
140711	34	company:08850163	2014-01-04	Castle Academy Trust
140712	34	company:08464996	2014-01-04	Diocese of Ely
140713	34	company:08895870	2014-01-04	Durrington Multi Academy Trust
140714	34			
140715	34	company:08671076	2015-01-03	Transform Trust
140715	34	company:08320065	2015-01-03	Transform Trust
140716	34	company:07386086	2014-01-04	School Partnership Trust Academies (SPTA)
140717	34	company:08934482	2014-01-04	Fairchildes Primary School
140718	34	company:07867577	2014-01-04	Aspirations Academies Trust (AAT)
140719	34	company:08595545	2014-01-04	University of Chichester Academy Trust, West Sussex
140720	34			
140721	34	company:08927321	2014-01-04	Great Missenden Multi Academy Trust
140722	34	company:08919795		
140723	34	company:08876009		
140724	34	company:08872698	2014-01-04	
140725	34	company:08473899	2014-01-04	The Beauchamp College
140726	34	company:08438686	2014-01-04	Plymouth CAST
140727	34	company:08901256	2014-01-04	
140728	34	company:08920557		
140729	34	company:07525735	2014-01-04	Aquinas Church of England Education Trust Ltd
140730	34	company:08438686	2014-01-04	Plymouth CAST
140731	34	company:07365748	2014-01-04	Tudor Grange Academies Trust
140732	44	company:08915981	2014-01-04	
140733	34	company:08886004		
140734	34			Kingsbridge Educational Trust
140735	34		2014-01-04	South Tendring Education Partnership (STEP)
140736	34	company:07535683	2014-01-04	
140737	34	company:08438686	2014-01-04	Plymouth CAST
140738	34	company:08071176	2014-01-04	Focus-Trust
140739	34	company:08438686	2014-01-04	Plymouth CAST
140740	34	company:08916147	2014-01-04	
140741	34	company:08909269	2014-01-04	
140742	34	company:08853971	2014-01-04	
140743	34	company:08438686	2014-01-04	Plymouth CAST
140744	34	company:08823327	2014-01-04	Eveleigh LINK Academy Trust
140745	34	company:08438686	2014-01-04	Plymouth CAST
140746	34	company:08473899	2014-01-04	The Beauchamp College
140747	34	company:07527304	2014-01-04	South East Essex Academy Trust
140748	34	company:08919697		
140749	34	company:08438686	2014-01-04	Plymouth CAST
140750	34	company:08924383	2014-01-04	
140751	34	company:08924383	2014-01-04	
140752	34	company:07559170	2014-01-04	Education for the 21st Century
140753	42	company:08699493	2014-01-04	The Engage Multi Academy Trust
140754	34	company:07796947	2014-01-04	Mowbray Education Trust
140755	34	company:08438686	2014-01-04	Plymouth CAST
140756	34	company:08438686	2014-01-04	Plymouth CAST
140757	34	company:08438686	2014-01-04	Plymouth CAST
140758	34	company:08440868	2014-01-04	
140759	34	company:08822760	2014-01-04	Cidari Trust
140760	34		2014-01-04	Portsmouth & Winchester Diocesan Academies Trust
140761	34	company:08438686	2014-01-04	Plymouth CAST
140762	34	company:08438686	2014-01-04	Plymouth CAST
140763	34	company:08438686	2014-01-04	Plymouth CAST
140764	34	company:08438686	2014-01-04	Plymouth CAST
140765	34	company:08438686	2014-01-04	Plymouth CAST
140766	34	company:08438686	2014-01-04	Plymouth CAST
140767	34	company:08438686	2014-01-04	Plymouth CAST
140768	34	company:08438686	2014-01-04	Plymouth CAST
140769	34	company:08924383	2014-01-04	
140770	34	company:08438686	2014-01-04	Plymouth CAST
140771	34	company:08438686	2014-01-04	Plymouth CAST
140772	34	company:08438686	2014-01-04	Plymouth CAST
140773	34	company:08438686	2014-01-04	Plymouth CAST
140774	34	company:08438686	2014-01-04	Plymouth CAST
140775	34	company:08438686	2014-01-04	Plymouth CAST
140776	34	company:08438686	2014-01-04	Plymouth CAST
140777	34	company:08438686	2014-01-04	Plymouth CAST
140778	34	company:08438686	2014-01-04	Plymouth CAST
140779	34	company:08924383	2014-01-04	
140780	34	company:08438686	2014-01-04	Plymouth CAST
140781	34	company:08909269	2014-01-04	
140782	34	company:08909269	2014-01-04	
140783	34	company:08901256	2014-01-04	
140784	34	company:08438686	2014-01-04	Plymouth CAST
140785	34	company:08438686	2014-01-04	Plymouth CAST
140786	34	company:08704162		The Hertfordshire & Essex High School and Science College
140787	34	company:08473899	2014-01-04	The Beauchamp College
140788	34	company:05735093	2014-01-04	Laidlaw Schools Trust
140789	34	company:08895977		
140790	34	company:08909269	2014-01-04	
140791	34	company:08920320		
140792	34	company:08590916		
140793	34	company:08749821		
140794	34	company:08452281	2015-01-09	REAch2
140795	44	company:08878604	2014-01-04	Whitefield Schools and Centre
140796	44	company:08905350		
140797	34	company:08149299	2014-01-04	Diocese of Gloucester Academies Trust
140798	34	company:08918836		
140799	34	company:08833508	2016-01-09	Wickersley Partnership Trust
140800	34	company:07685923	2014-01-04	Gravesend Grammar School
140801	34	company:08056907	2014-01-04	Enquire Learning Trust
140802	34	company:08933913	2014-01-04	Christ the King MAC (North Staffordshire)
140803	34	company:08933913	2014-01-04	Christ the King MAC (North Staffordshire)
140804	34	company:08933913	2014-01-04	Christ the King MAC (North Staffordshire)
140805	34	company:08933913	2014-01-04	Christ the King MAC (North Staffordshire)
140806	42	company:08425513	2014-01-04	TBAP Trust
140807	42	company:08425513	2014-01-04	TBAP Trust
140808	34	company:08924656	2014-01-04	Oaks Academy Trust
140809	34	company:08863947	2014-01-04	
140810	34	company:08924656	2014-01-04	Oaks Academy Trust
140818	28	company:07035556	2014-01-07	This is a co-sponsored academy. Details of the sponsors of co-sponsored academies are not included in the current version of performance tables but this information will be available early in 2016
140819	28	company:08282834	2014-01-05	Rightforsuccess (formally Eaton Hall School)
140820	28	company:08509710	2014-01-05	Diocese of Peterborough
140821	28	company:08119703	2014-01-05	Mercia Learning Trust
140822	28		2014-01-05	Active Learning Trust (ALT)
140823	28		2014-01-05	Active Learning Trust (ALT)
140824	28	company:07465701	2014-01-05	The GORSE Academies Trust
140825	28	company:07462885	2014-01-05	Wakefield City Academies Trust
140826	28	company:08665067	2014-01-08	Diocese of Hallam
140827	28	company:07939655	2014-01-05	Bartholomew School
140828	28	company:07638800	2014-01-07	Brentwood Academies Trust
140829	28	company:06182612	2014-01-05	David Ross Education Trust (DRET)
140830	28	company:08542806	2016-01-07	Hull Collaborative Academy Trust
140832	28	company:05853746	2014-01-05	Gateway Academy Trust
140833	28	company:07468210	2014-01-06	CfBT Education Trust
140835	28	company:07546141	2014-01-06	Bedfordshire East Multi Academy Trust (BEMAT)
140836	28	company:08614382	2014-01-06	Adventure Learning Academy Trust
140837	28	company:08614382	2014-01-06	Adventure Learning Academy Trust
140838	28	company:08614382	2014-01-06	Adventure Learning Academy Trust
140839	28	company:08614382	2014-01-06	Adventure Learning Academy Trust
140840	28	company:08452281	2015-01-09	REAch2
140841	28	company:08934482	2014-01-06	Fairchildes Primary School
140842	28	company:08980079	2014-01-06	Diocese of Derby
140843	28	company:08980079	2014-01-07	Diocese of Derby
140844	28	company:08709542	2014-01-06	Diocese of Chelmsford
140845	28	company:06982127	2014-01-09	Ormiston Academies Trust
140847	28	company:08056907	2014-01-06	Enquire Learning Trust
140848	28	company:09023802	2014-01-06	St Cuthbert's Roman Catholic Multi Academy Trust
140849	28	company:08056907	2014-01-06	Enquire Learning Trust
140850	28	company:08138372	2014-01-06	Diocese of Leicester Academies Trust (DLAT)
140851	28	company:08104111	2014-01-06	Discovery Schools Academies Trust Ltd
140852	28	company:07546118	2014-01-06	West Norfolk Academies Trust
140853	28	company:07949111	2014-01-09	Hatton Academies Trust
140854	33	company:07827747	2014-01-06	The Evolve Trust
140855	28	company:07552498	2014-01-06	Cambridge Meridian Academies Trust (CMAT)
140856	28	company:08526973	2014-01-12	Diocese of Lichfield
140857	28	company:08146330	2014-01-08	The Park Federation Academy Trust
140858	28	company:08526973	2014-01-07	Diocese of Lichfield
140859	28	company:08657945	2014-01-07	Newstead Primary Multi Academy Trust
140860	28	company:07768726	2014-01-06	Bourne Education Trust
140861	43	company:08747464	2015-01-04	Olive Education
140864	28	company:06982127	2014-01-09	Ormiston Academies Trust
140865	34			
140866	34	company:08920524		
140867	34	company:08962417	2014-01-05	
140868	34	company:08936256		
140869	34	company:08927009		
140870	34	company:08464996	2014-01-05	Diocese of Ely
140871	34	company:07939655	2014-01-05	Bartholomew School
140872	34	company:08922806		
140873	34	company:08176019	2014-01-05	Kent Catholic Schools Partnership (KCSP)
140874	34	company:08176019	2014-01-05	Kent Catholic Schools Partnership (KCSP)
140875	34	company:07966500	2016-01-09	River Learning Trust
140876	34	company:08718489	2014-01-05	
140877	34	company:08056907	2014-01-05	Enquire Learning Trust
140878	34	company:08422015	2014-01-05	Diocese of Coventry
140879	34	company:08941338		
140880	34	company:07551959	2014-01-05	GLF Schools
140881	28			
140882	33			
140887	28		2014-01-07	Active Learning Trust (ALT)
140888	28		2014-01-07	Active Learning Trust (ALT)
140889	34	company:08255492	2014-01-09	Education Central Multi Academy Trust
140890	34	company:08255492	2014-01-06	Education Central Multi Academy Trust
140891	34	company:08822760	2014-01-10	Cidari Trust
140893	34	company:08679235		
140894	34	company:09118770	2014-01-08	
140895	34	company:09024278	2014-01-06	
140896	34	company:08269066	2014-01-06	St John Plessington Catholic College
140897	34	company:07387540	2014-01-06	ASPIRE Academy Trust
140898	34	company:09040388	2014-01-06	
140899	34	company:09022463	2014-01-06	TIMU Academy Trust
140900	34	company:09022463	2014-01-06	TIMU Academy Trust
140902	34	company:09349525		
140903	34	company:09023802	2014-01-06	St Cuthbert's Roman Catholic Multi Academy Trust
140904	44	company:09349673		
140905	34	company:09023802	2014-01-06	St Cuthbert's Roman Catholic Multi Academy Trust
140906	34	company:09437420		
140907	42	company:08605705	2014-01-07	Parallel Learning Trust
140908	42	company:08605705	2014-01-07	Parallel Learning Trust
140909	34	company:08138372	2014-01-06	Diocese of Leicester Academies Trust (DLAT)
140910	34	company:08138372	2014-01-12	Diocese of Leicester Academies Trust (DLAT)
140911	34	company:09023805		
140912	34	company:08138372	2014-01-10	Diocese of Leicester Academies Trust (DLAT)
140913	34	company:08138372	2014-01-10	Diocese of Leicester Academies Trust (DLAT)
140914	34	company:08464996	2014-01-07	Diocese of Ely
140915	34	company:07939655	2014-01-06	Bartholomew School
140916	34	company:07939655	2014-01-06	Bartholomew School
140917	34	company:09060417		
140918	34	company:09040348	2014-01-06	
140919	34	company:09040156		
140921	34	company:09102276		
140922	34	company:08976748		
140923	34	company:09065312		
140924	34	company:08998917	2014-01-07	
140925	34	company:08977173	2014-01-06	
140928	34	company:09161532		
140929	34	company:08765738		
140931	34	company:09119526		
140932	34	company:08943457		
140933	34	company:08922754	2014-01-06	The Black Pear Academy Trust
140941	40	company:07510578		
140945	40	company:07649596		University College London (UCL)
140950	40	company:07898536		
140961	40	company:07937014		
140968	40	company:08291601		
140969	28	company:07400386		Samuel Ward Academy Trust
140972	40	company:07941864		
140979	28	company:07189647	2015-01-03	Northern Education Trust
140980	28	company:08176019	2014-01-06	Kent Catholic Schools Partnership (KCSP)
140981	34	company:07538467	2014-01-06	
140982	34	company:09030028	2014-01-06	
140983	34	company:07939655	2014-01-06	Bartholomew School
140985	28	company:06228587	2014-01-09	Harris Federation
140987	40	company:02336587	2014-01-09	This is a co-sponsored academy. Details of the sponsors of co-sponsored academies are not included in the current version of performance tables but this information will be available early in 2016
140988	28	company:08737412	2014-01-09	Diocese of Lincoln
140989	28	company:07965316	2014-01-07	Greenacre Academy Trust
140990	28	company:08282834	2014-01-07	Rightforsuccess (formally Eaton Hall School)
140991	28	company:08737412	2014-01-07	Diocese of Lincoln
140992	28	company:07430317	2014-01-07	The Redhill Academy Trust
140993	28	company:08833508	2016-01-09	Wickersley Partnership Trust
140994	28	company:05358533	2014-01-09	Annabel Arbib Foundation
140995	28	company:07704020	2014-01-07	Staffordshire University
140996	28	company:07887796	2014-01-08	Victoria Park Primary Academy
140997	33	company:09067175	2014-01-10	The Shaw Trust
140998	28	company:07697600	2014-01-07	Bury St Edmunds County Upper School
141000	28	company:08422015	2014-01-07	Diocese of Coventry
141004	40	company:08599329		David Meller
141013	28	company:06625091	2014-01-09	Academies Enterprise Trust (AET)
141019	28	company:05112090	2014-01-09	ARK Schools
141020	28	company:05112090	2014-01-09	ARK Schools
141021	28	company:05112090	2014-01-09	ARK Schools
141022	28	company:05112090	2014-01-09	ARK Schools
141032	28	company:06864339	2015-01-09	Greenwood Academies Trust
141033	33		2014-01-09	The Adelaide Academy Trust
141041	28	company:07472799	2014-01-09	The Queen Katherine School
141042	28	company:06207590	2014-01-09	Cabot Learning Federation
141043	34	company:09050439	2014-01-07	
141044	34	company:08509710	2014-01-07	Diocese of Peterborough
141045	34	company:09083904	2014-01-07	
141046	34	company:09050439	2014-01-07	
141047	34	company:08452281	2015-01-09	REAch2
141048	34	company:08509710	2014-01-07	Diocese of Peterborough
141049	44		2014-01-07	Ascent Academies Trust
141050	34	company:08737435	2014-01-07	Diocese of Norwich Education Academies Trust
141051	34	company:09053713	2014-01-07	
141052	34	company:09068218	2014-01-07	
141053	34	company:07939655	2014-01-07	Bartholomew School
141054	34	company:09066965	2014-01-07	
141055	34	company:08116706	2014-01-07	The Elliot Foundation Academies Trust
141056	34			
141057	34	company:09058698		
141058	34	company:09064485	2014-01-07	Our Lady of Lourdes MAC (North Worcs)
141059	34	company:09066969	2014-01-07	
141060	34	company:08775996	2014-01-07	
141061	34	company:09050439	2014-01-07	
141062	34	company:09066969	2014-01-07	
141063	34	company:09064485	2014-01-07	Our Lady of Lourdes MAC (North Worcs)
141064	34	company:09064485	2014-01-07	Our Lady of Lourdes MAC (North Worcs)
141065	34	company:08176019	2014-01-07	Kent Catholic Schools Partnership (KCSP)
141066	34	company:09064485	2014-01-07	Our Lady of Lourdes MAC (North Worcs)
141067	34	company:08176019	2014-01-07	Kent Catholic Schools Partnership (KCSP)
141068	34	company:08509710	2014-01-08	Diocese of Peterborough
141069	34	company:09053713	2014-01-07	
141070	34	company:09071607	2014-01-07	
141071	34	company:09066965	2014-01-07	
141073	34	company:09071405	2014-01-07	
141074	34	company:09055607		
141077	34	company:09071405	2014-01-07	
141078	34	company:08684162		
141079	34	company:09071405	2014-01-07	
141080	34	company:09071405	2014-01-07	
141085	28	company:06912857	2015-01-09	The Skinners' Company
141086	40	company:07911472		Transforming Education in Norfolk (the TEN Group)
