urn	establishment-type	establishment-group-type
112062	Community School	LA maintained schools
112063	Foundation School	LA maintained schools
112064	Community School	LA maintained schools
112065	Community School	LA maintained schools
112066	Community School	LA maintained schools
112067	Foundation School	LA maintained schools
112068	Other Independent School	Independent schools
112069	Other Independent School	Independent schools
112070	Other Independent School	Independent schools
112071	Other Independent School	Independent schools
112072	Other Independent School	Independent schools
112074	Other Independent School	Independent schools
112075	Other Independent School	Independent schools
112076	Other Independent School	Independent schools
112077	Other Independent School	Independent schools
112078	Other Independent School	Independent schools
112079	Other Independent School	Independent schools
112080	Other Independent School	Independent schools
112081	Other Independent School	Independent schools
112082	Other Independent School	Independent schools
112083	Other Independent School	Independent schools
112084	Foundation Special School	Special schools
112085	Community Special School	Special schools
112086	Community Special School	Special schools
112087	Foundation Special School	Special schools
112088	LA Nursery School	LA maintained schools
112089	LA Nursery School	LA maintained schools
112090	LA Nursery School	LA maintained schools
112091	LA Nursery School	LA maintained schools
112092	LA Nursery School	LA maintained schools
112093	LA Nursery School	LA maintained schools
112094	LA Nursery School	LA maintained schools
112095	Pupil Referral Unit	LA maintained schools
112096	Pupil Referral Unit	LA maintained schools
112097	Pupil Referral Unit	LA maintained schools
112098	Pupil Referral Unit	LA maintained schools
112099	Pupil Referral Unit	LA maintained schools
112100	Community School	LA maintained schools
112101	Community School	LA maintained schools
112102	Community School	LA maintained schools
112103	Community School	LA maintained schools
112104	Community School	LA maintained schools
112105	Community School	LA maintained schools
112106	Community School	LA maintained schools
112107	Community School	LA maintained schools
112108	Community School	LA maintained schools
112109	Community School	LA maintained schools
112110	Community School	LA maintained schools
112111	Community School	LA maintained schools
112112	Community School	LA maintained schools
112113	Community School	LA maintained schools
112114	Community School	LA maintained schools
112115	Community School	LA maintained schools
112116	Community School	LA maintained schools
112117	Community School	LA maintained schools
112118	Community School	LA maintained schools
112119	Foundation School	LA maintained schools
112120	Community School	LA maintained schools
112121	Community School	LA maintained schools
112122	Community School	LA maintained schools
112123	Community School	LA maintained schools
112124	Community School	LA maintained schools
112125	Community School	LA maintained schools
112126	Community School	LA maintained schools
112127	Community School	LA maintained schools
112128	Community School	LA maintained schools
112129	Community School	LA maintained schools
112130	Community School	LA maintained schools
112131	Community School	LA maintained schools
112132	Community School	LA maintained schools
112133	Community School	LA maintained schools
112134	Community School	LA maintained schools
112135	Community School	LA maintained schools
112136	Community School	LA maintained schools
112137	Community School	LA maintained schools
112138	Foundation School	LA maintained schools
112139	Community School	LA maintained schools
112140	Community School	LA maintained schools
112141	Community School	LA maintained schools
112142	Community School	LA maintained schools
112143	Community School	LA maintained schools
112144	Community School	LA maintained schools
112145	Community School	LA maintained schools
112146	Community School	LA maintained schools
112147	Community School	LA maintained schools
112148	Community School	LA maintained schools
112149	Community School	LA maintained schools
112150	Community School	LA maintained schools
112151	Community School	LA maintained schools
112152	Community School	LA maintained schools
112153	Community School	LA maintained schools
112154	Community School	LA maintained schools
112155	Community School	LA maintained schools
112156	Community School	LA maintained schools
112157	Community School	LA maintained schools
112158	Community School	LA maintained schools
112159	Community School	LA maintained schools
112160	Community School	LA maintained schools
112161	Community School	LA maintained schools
112162	Community School	LA maintained schools
112163	Community School	LA maintained schools
112164	Community School	LA maintained schools
112165	Community School	LA maintained schools
112166	Community School	LA maintained schools
112167	Community School	LA maintained schools
112168	Community School	LA maintained schools
112169	Community School	LA maintained schools
112170	Community School	LA maintained schools
112171	Community School	LA maintained schools
112172	Community School	LA maintained schools
112173	Community School	LA maintained schools
112174	Community School	LA maintained schools
112175	Community School	LA maintained schools
112176	Community School	LA maintained schools
112177	Community School	LA maintained schools
112178	Community School	LA maintained schools
112179	Community School	LA maintained schools
112180	Community School	LA maintained schools
112181	Community School	LA maintained schools
112182	Community School	LA maintained schools
112183	Community School	LA maintained schools
112184	Community School	LA maintained schools
112185	Community School	LA maintained schools
